ID,Suspected,Laboratory Detected Substances,Type,Date,State / Group,Location
12905,"Heroin, Fentanyl, Xylazine","Xylazine (120)
Fentanyl (25)
Bromazolam (10)
4-ANPP (5)
Phenethyl 4-ANPP (1)",Community Sample,02/2024,Massachusetts,Pittsfield
12906,,"Xylazine (43)
Fentanyl (20)
Noscapine (7)
4-ANPP (3)
Diphhenhydramine (3)
Cocaine (2)
Ethyl-4-ANPP (1)",Community Sample,02/2024,Massachusetts,Holyoke
12909,"Heroin, Xylazine","Xylazine (85)
Fentanyl (60)
4-ANPP (15)
Phenethyl 4-ANPP (5)
Bromazolam (1)",Community Sample,02/2024,Massachusetts,Pittsfield
12911,Fentanyl,"Cocaine (10)
Fentanyl (6)
Methamphetamine (trace)
4-ANPP (3)
Xylazine (trace)",Community Sample,02/2024,Rhode Island,North Providence
12912,Fentanyl,"Fentanyl (85)
4-ANPP (40)
Acetylfentanyl (20)
Xylazine (10)
N-Phenylpropanamide (5)
Ethyl-4-ANPP (3)
N-Boc Norfentanyl (1)
Phenethyl 4-ANPP (1)",Community Sample,02/2024,Massachusetts,Lynn
12917,MDMA,"3
4-MDMA (Primary)",Community Sample,02/2024,Washington,Walla Walla
13049,Crack (Rock),"Cocaine (16)
Methylecgonidine (1)",Community Sample,02/2024,Massachusetts,North Adams
12921,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (Primary),Community Sample,02/2024,Washington,Walla Walla
12997,cannabis,"Delta-9-THC (Primary)
Cannabinol (Trace)",Community Sample,02/2024,New York,Tompkins County
12919,LSD,No Compounds Of Interest Detected (Primary),Community Sample,02/2024,Washington,Walla Walla
13004,"Fentanyl, Xylazine","Phenethyl 4-ANPP (Trace)
4-Anilinopiperidine (Trace)
Xylazine (Primary)
4-ANPP (Primary)
Fentanyl (Primary)",Community Sample,02/2024,Washington,Kennewick
13039,"Fentanyl, Crack (Rock)","Cocaine (10)
Fentanyl (trace)
4-ANPP (trace)
Caffeine (trace)",Community Sample,02/2024,Massachusetts,Holyoke
13005,Fentanyl,"Fentanyl (Primary)
4-ANPP (Primary)",Community Sample,02/2024,Washington,Kennewick
13006,Fentanyl,"Phenethyl 4-ANPP (Trace)
Ethyl 4-ANPP (Trace)
Fentanyl (Primary)
4-ANPP (Primary)",Community Sample,02/2024,Washington,Seattle
13002,"Heroin, Fentanyl","Xylazine (26)
Fentanyl (24)
4-ANPP (2)
Cocaine (1)",Community Sample,02/2024,Massachusetts,Pittsfield
13008,Fentanyl,"Fentanyl (Primary)
Phenethylbromide (Trace)
Phenethyl 4-ANPP (Primary)
Lidocaine (Primary)
Phenethyl Chloride (Trace)
4-ANPP (Primary)
Paracetamol (Acetaminophen) (Primary)
Heroin (Trace)
Norfentanyl (Trace)",Community Sample,02/2024,Washington,Seattle
13038,Cocaine (Powder),"Fentanyl (10)
Cocaine (7)",Community Sample,02/2024,Massachusetts,Holyoke
13007,Fentanyl,"4-ANPP (Primary)
Phenethyl 4-ANPP (Trace)
Xylazine (Trace)
Fentanyl (Primary)",Community Sample,02/2024,Washington,Seattle
13040,Heroin,"6-Monoacetylmorphine (6-MAM) (Trace)
Acetylcodeine (Trace)
Heroin (Primary)",Community Sample,02/2024,Washington,Tacoma
13041,Heroin,"6-Monoacetylmorphine (6-MAM) (Trace)
Heroin (Primary)
Acetylcodeine (Trace)",Community Sample,02/2024,Washington,Tacoma
13045,Cocaine (Powder),Cocaine (10),Community Sample,02/2024,Massachusetts,Springfield
13046,Naltrexone,Naltrexone (Primary),Community Sample,02/2024,Washington,Tacoma
13047,Heroin,"Caffeine (65)
Xylazine (65)
Fentanyl (40)
4-ANPP (15)
Acetylfentanyl (5)
Heroin (5)
Para-fluorofentanyl (3)
6-Acetylmorphine (1)",Community Sample,02/2024,Massachusetts,North Adams
13048,"Heroin, Fentanyl","Caffeine (15)
Xylazine (11)
Fentanyl (10)
Heroin (10)
Acetylfentanyl (5)
Cocaine (5)
4-ANPP (3)
Para-fluorofentanyl (3)
6-Acetylmorphine (1)
Despropionyl-para-fluorofentanyl (1)",Community Sample,02/2024,Massachusetts,North Adams
12390,Heroin,"Paracetamol (Acetaminophen) (Primary)
Xylazine (Primary)
Cocaine (Primary)
Caffeine (Primary)
Ethyl 4-ANPP (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
Tramadol (Trace)
4-Anilino-1-Boc-Piperidine (Primary)",Community Sample,01/2024,New York,Albany
12309,"Heroin, Fentanyl","Fentanyl (130)
Heroin (10)
Phenethyl 4-ANPP (3)
4-ANPP (1)",Community Sample,01/2024,Massachusetts,Holyoke
12310,Crack (Rock),"Cocaine (100)
Methylecgonidine (5)
Tropacocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12311,Fentanyl,"Fentanyl (16.00)
4-ANPP (4.00)
Caffeine (2.00)
Ethyl-4-ANPP (2.00)
Lidocaine (2.00)
Procaine (2.00)
Xylazine (2.00)
4-Fluorofentanyl (1.00)
Cocaine (1.00)
Heroin (1.00)",Community Sample,01/2024,Massachusetts,Pittsfield
12312,Crack (Rock),"Cocaine (100.00)
Methylecgonidine (2.00)
Tropacocaine (1.00)",Community Sample,01/2024,Massachusetts,Pittsfield
12381,Heroin,"4-ANPP (Trace)
Xylazine (Primary)
Fentanyl (Primary)",Community Sample,01/2024,New York,Albany
12384,Heroin,"4-ANPP (Primary)
Fentanyl (Primary)
Xylazine (Primary)",Community Sample,01/2024,New York,Albany
12386,Fentanyl,"Fentanyl (10)
Xylazine (2)",Community Sample,01/2024,Rhode Island,"Pawtucket, Providence"
12387,Unknown,"Fentanyl (15)
4-ANPP (5)
THC (1)",Community Sample,01/2024,Massachusetts,Boston
12388,"Heroin, Fentanyl, Xylazine","Caffeine (Primary)
4-ANPP (Primary)
Diphenhydramine (Benadryl) (Primary)
Ethyl 4-ANPP (Trace)
Fentanyl (Primary)
Inositol (Trace)
Lidocaine (Primary)
Acetylcodeine (Trace)
Heroin (Primary)
Xylazine (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
12206,Heroin,"Fentanyl (34)
Phenethyl 4-ANPP (30)
Benzoic acid (12)
4-ANPP (10)
Cocaine (2)
N-Boc Norfentanyl (2)
Xylazine (2)
Ethyl-4-ANPP (1)",Community Sample,01/2024,Massachusetts,Cambridge
12392,"Heroin, Fentanyl","Caffeine (Primary)
4-ANPP (Primary)
Xylazine (Primary)
4-Anilino-1-Boc-Piperidine (Primary)
Fentanyl (Primary)
Lidocaine (Trace)
Paracetamol (Acetaminophen) (Trace)
Cocaine (Primary)",Community Sample,01/2024,New York,Albany
12393,"Heroin, Fentanyl","Heroin (Primary)
Fentanyl (Primary)",Community Sample,01/2024,New York,Albany
12442,Cocaine (Powder),Cocaine (Primary),Community Sample,01/2024,Washington,Seattle
12443,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Clonazolam (Trace),Community Sample,01/2024,Washington,Seattle
12444,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (Primary),Community Sample,01/2024,Washington,Seattle
12445,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Tacoma
12308,"Heroin, Fentanyl","Caffeine (14)
4-Fluorofentanyl (10)
Fentanyl (7)
4-ANPP (3)
4F-Phenethyl-4-ANPP (3)
Acetylfentanyl (3)
Despropionyl-4-fluorofentanyl (2)
Xylazine (2)
Heroin (1)
Mannitol (--)",Community Sample,01/2024,Massachusetts,Holyoke
12447,Fentanyl,"Acetyl Fentanyl (Trace)
1-Propionyl-4-Anilinopiperidine (Trace)
4-ANPP (Primary)
Fentanyl (Primary)
P-Fluorofentanyl (Trace)
Diphenhydramine (Benadryl) (Trace)
Phenethylbromide (Trace)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
Phenethyl 4-ANPP (Trace)
N-Propionyl Norfentanyl (Trace)
Ethyl 4-ANPP (Primary)",Community Sample,01/2024,Washington,Seattle
12448,Fentanyl,Cocaine (Primary),Community Sample,01/2024,Washington,Seattle
12446,Fentanyl,"4-ANPP (Primary)
Fentanyl (Primary)
N-Propionyl Norfentanyl (Primary)
Ethyl 4-ANPP (Primary)
1-Phenethyl-4-Propionyloxypiperidine (Primary)
Phenethyl 4-ANPP (Trace)",Community Sample,01/2024,Washington,Seattle
12294,Cocaine (Powder),"Fentanyl (110)
Xylazine (80)
4-ANPP (10)
Diphenhydramine (10)
Ethyl-4-ANPP (1)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Springfield
12307,Ketamine,"Ketamine (5)
Ketamine Precursor A (1)",Community Sample,01/2024,Massachusetts,Online
12025,"Heroin, Fentanyl","Fentanyl (35)
4-ANPP (15)
Benzoic acid (5)
Xylazine (1)",Community Sample,01/2024,Massachusetts,Boston
11984,Methamphetamine,"N
N-Dimethylamphetamine (DMA) (Trace)
Methamphetamine (Primary)",Community Sample,01/2024,Washington,Kennewick
11980,"Fentanyl, M30 Pill (Percocet, Perc30, OC30)","Paracetamol (Acetaminophen) (Primary)
Noramidopyrine (Trace)
Fentanyl (Trace)",Community Sample,01/2024,Washington,Kennewick
11979,Cocaine (Powder),Cocaine (Primary),Community Sample,01/2024,Washington,Tacoma
11978,Heroin,"Heroin (Primary)
Acetylcodeine (Primary)",Community Sample,01/2024,Washington,Tacoma
11977,Oxycodone,Hydroxyzine (Primary),Community Sample,01/2024,Washington,Tacoma
11975,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Benton City
11954,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Walla Walla
11953,Fentanyl,"Xylazine (200.00)
Fentanyl (100.00)
4-ANPP (50.00)
Cocaine (5.00)
Phenethyl4-ANPP (1.00)",Community Sample,01/2024,Massachusetts,Pittsfield
11952,Fentanyl,"Fentanyl (Primary)
Noramidopyrine (Trace)
Ethyl 4-ANPP (Trace)
Paracetamol (Acetaminophen) (Primary)
4-ANPP (Trace)",Community Sample,01/2024,Washington,Seattle
12500,Dope,"Fentanyl (10.00)
4-ANPP (2.00)
Cocaine (1.00)
Xylazine (1.00)",Community Sample,01/2024,Massachusetts,Boston
12292,Fentanyl,"Fentanyl (10)
4-ANPP (3)",Community Sample,01/2024,Rhode Island,Providence
12286,Fentanyl,"Fentanyl (15.00)
4-ANPP (5.00)
Ethyl-4-ANPP (1.00)
Phenethyl4-ANPP (1.00)
Mannitol",Community Sample,01/2024,Massachusetts,Lynn
12287,"Heroin, Fentanyl","Fentanyl (10)
Phenethyl-4-ANPP (3)
4-ANPP (3)
Ethyl-4-ANPP (trace)",Community Sample,01/2024,Rhode Island,Providence
12451,Crack (Rock),"Gabapentin (5)
Cocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12295,Fentanyl,"Acetaminophen (Trace)
6-Monoacetylmorphine (Major)
Lidocaine (Minor)
Xylazine (Minor)
Diacetylmorphine (Minor)
Cocaine (Minor)
4-ANPP (Trace)
Fentanyl (Major)
Benzoylecgonine (Trace)
Tramadol (Trace)",Community Sample,01/2024,Connecticut,New Haven
12296,Fentanyl,"6-Monoacetylmorphine (Major)
Lidocaine (Minor)
Cocaine (Major)
Fentanyl (Major)
Acetaminophen (Trace)
Morphine (Trace)
Benzoylecgonine (Trace)
Xylazine (Minor)
Tramadol (Trace)
Diacetylmorphine (Minor)
4-ANPP (Trace)",Community Sample,01/2024,Connecticut,New Haven
12297,"Fentanyl, Xylazine","Fentanyl (10)
Acetylfentanyl (trace)
4-ANPP (3)
Xylazine (trace)
Ethyl-4-ANPP (trace)
Phenethyl-4-ANPP (trace)",Community Sample,01/2024,Massachusetts,Rockport
12306,Fentanyl,"Fentanyl (Primary)
4-ANPP (Trace)",Community Sample,01/2024,Washington,Walla Walla
12450,"Heroin, Fentanyl","Fentanyl (60)
Heroin (55)
4-ANPP (25)
6-Acetylmorphine (10)
6-Acetylcodeine (5)
Phenethyl 4-ANPP (5)
Quinine (5)
Cocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12464,"Heroin, Fentanyl","Caffeine (100)
Fentanyl (100)
4-ANPP (75)
Xylazine (50)
Lidocaine (3)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Pittsfield
12452,Crack (Rock),"Cocaine (50)
Methylecgonidine (4)
Tropacocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12229,Heroin,"Fentanyl (60)
4-ANPP (20)
Ethyl-4-ANPP (4)
Para-fluorofentanyl (2)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Boston
11909,Heroin,"Fentanyl (8.00)
Noscapine (7.00)
Cocaine (3.00)
4-ANPP (1.00)",Community Sample,01/2024,Massachusetts,Pittsfield
11907,"Fentanyl, Xylazine","Heroin (Primary)
Fentanyl (Primary)
Acetylcodeine (Trace)
Xylazine (Primary)
4-ANPP (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
11906,Fentanyl,"Despropionyl P-Fluorofentanyl (Primary)
Caffeine (Trace)
Heroin (Primary)
4-ANPP (Primary)
Acetylcodeine (Trace)
P-Fluorofentanyl (Primary)
Ethyl 4-ANPP (Trace)
Fentanyl (Primary)
Diphenhydramine (Benadryl) (Primary)
Phenethyl 4-ANPP (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
11904,"Fentanyl, Cocaine (Powder), Adderall","Cocaine (60)
Fentanyl (40)
Xylazine (40)
4-ANPP (20)
Methylecgonidine (2)
N-Boc Norfentanyl (1)
Mannitol (--)",Community Sample,01/2024,Massachusetts,Lawrence
11903,Fentanyl,"Caffeine (60)
Fentanyl (40)
Xylazine (40)
4-ANPP (5)
Ibuprofen (5)
Phenethyl-4-ANPP (1)
Mannitol",Community Sample,01/2024,Massachusetts,Lawrence
11902,Fentanyl,"4-ANPP (16)
Fentanyl (8)
Caffeine (3)
Acetaminophen (2)
Cocaine (1)",Community Sample,01/2024,Massachusetts,Lawrence
11899,"Heroin, Fentanyl","Fentanyl (45)
4-ANPP (5)
4-Fluorofentanyl (1)
Ethyl-4-ANPP (1)",Community Sample,01/2024,Massachusetts,Lynn
12230,Heroin,"Fentanyl (10.00)
4-ANPP (2.00)
Methamphetamine (1.00)",Community Sample,01/2024,Massachusetts,Boston
11898,Fentanyl,"Fentanyl (13)
4-ANPP (9)
Ibuprofen (2)
N-Boc Norfentanyl (1)
N-Propionylnorfentanyl (1)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Lawrence
12454,Crack (Rock),"Gabapentin (13)
Cocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12233,Heroin,"4-ANPP (80)
Fentanyl (80)
Phenethyl 4-ANPP (20)
N-Boc Norfentanyl (1)
4-ANBocP (1)",Community Sample,01/2024,Massachusetts,Boston
11887,Fentanyl,"4-ANPP (Trace)
Paracetamol (Acetaminophen) (Primary)
Ethyl 4-ANPP (Trace)
Noramidopyrine (Primary)
Fentanyl (Primary)",Community Sample,01/2024,Washington,Spokane
11886,Fentanyl,"Fentanyl (Primary)
Paracetamol (Acetaminophen) (Primary)
Noramidopyrine (Trace)
4-ANPP (Primary)",Community Sample,01/2024,Washington,Spokane
11885,Adderall,Amphetamine (Primary),Community Sample,01/2024,Washington,Spokane
11884,Fentanyl,"Ethyl 4-ANPP (Trace)
Fentanyl (Primary)
4-ANPP (Trace)
Paracetamol (Acetaminophen) (Primary)
Noramidopyrine (Trace)",Community Sample,01/2024,Washington,Spokane
11883,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Spokane
12107,Cocaine (Powder),"Fentanyl (5.00)
Cocaine (4.00)
4-ANPP (1.00)",Community Sample,01/2024,Massachusetts,Brockton
12106,"Fentanyl, Xylazine","Fentanyl (80.00)
Xylazine (40.00)
4-ANPP (20.00)
Ethyl-4-ANPP (4.00)
Cocaine (1.00)",Community Sample,01/2024,Massachusetts,Brockton
11908,Heroin,"Fentanyl (33.33)
Caffeine (6.67)
Cocaine (6.67)
Bromazolam (3.33)
4-ANPP (1.00)
Mannitol",Community Sample,01/2024,Massachusetts,Pittsfield
11911,Fentanyl,"Xylazine (Major)
Fentanyl Methyl Carbamate (Trace)
Fentanyl (Major)
Mepivacaine (Trace)
Acetyl Fentanyl (Trace)
4-ANPP (Trace)",Community Sample,01/2024,Connecticut,Torrington
12463,Fentanyl,"Fentanyl (10)
Xylazine (10)
4-ANPP (1)",Community Sample,01/2024,Vermont,Brattleboro
11913,Methamphetamine,"Dimethyl Sulfone (Methylsulfonylmethane MSM) (Primary)
Methamphetamine (Primary)",Community Sample,01/2024,Washington,Walla Walla
12455,Heroin,"Fentanyl (9)
4-ANPP (6)
Heroin (4)
Xylazine (2)
4-ANBocP (1)
4-Fluorofentanyl (1)
Caffeine (1)
Cocaine (1)",Community Sample,01/2024,Massachusetts,Holyoke
12457,"Heroin, Fentanyl","6-Monoacetylmorphine (6-MAM) (Trace)
Ethyl 4-ANPP (Trace)
Fentanyl (Trace)
Cocaine (Trace)
Heroin (Primary)
Inositol (Trace)
Acetylcodeine (Trace)",Community Sample,01/2024,New York,Albany
12459,"Heroin, Fentanyl","Heroin (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
6-Monoacetylmorphine (6-MAM) (Primary)
Acetylcodeine (Primary)
Cocaine (Trace)",Community Sample,01/2024,New York,Albany
12460,"Heroin, Fentanyl","Acetylcodeine (Primary)
Fentanyl (Primary)
4-ANPP (Primary)
Heroin (Primary)
6-Monoacetylmorphine (6-MAM) (Primary)",Community Sample,01/2024,New York,Albany
11990,Fentanyl,"Fentanyl (10)
Caffeine (22)
4-ANPP (3)",Community Sample,01/2024,Massachusetts,Lawrence
12465,Fentanyl,"6-Monoacetylmorphine (6-MAM) (Trace)
Xylazine (Primary)
Heroin (Primary)
Acetylcodeine (Trace)
Diphenhydramine (Benadryl) (Primary)
Fentanyl (Primary)
Lidocaine (Primary)
4-ANPP (Primary)
Methamphetamine (Trace)
Ethyl 4-ANPP (Trace)
Quinine (Trace)
Caffeine (Primary)
Tramadol (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
12466,"Heroin, Fentanyl","Fentanyl (70)
Caffeine (60)
4-ANPP (40)
Xylazine (40)
Lidocaine (10)
Heroin (2)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Pittsfield
12467,"Heroin, Fentanyl","Fentanyl (50)
4-ANPP (10)
Caffeine (10)
Ethyl-4-ANPP (10)
Xylazine (10)
Lidocaine (5)
Cocaine (1)
Heroin (1)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Pittsfield
12468,Fentanyl,"Mirtazapine (10)
Fentanyl (trace)
Cocaine (trace)
Xylazine (trace)",Community Sample,01/2024,Vermont,Brattleboro
12469,Fentanyl,"Xylazine (Primary)
Heroin (Trace)
Diphenhydramine (Benadryl) (Primary)
Fentanyl (Trace)
Quinine (Trace)
Protonitazene (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
11951,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Seattle
11950,Cocaine (Powder),Cocaine (Primary),Community Sample,01/2024,Washington,Seattle
11949,Cocaine (Powder),Cocaine (10),Community Sample,01/2024,Rhode Island,Woonsocket
11948,Heroin,"Heroin (Primary)
Acetylcodeine (Primary)",Community Sample,01/2024,Washington,Tacoma
11947,"M30 Pill (Percocet, Perc30, OC30)","Noramidopyrine (Trace)
Ethyl 4-ANPP (Trace)
Paracetamol (Acetaminophen) (Primary)
Fentanyl (Primary)
4-ANPP (Trace)",Community Sample,01/2024,Washington,Tacoma
11915,Fentanyl,"Ethyl 4-ANPP (Trace)
Acetyl Fentanyl (Trace)
Fentanyl (Primary)
Methamphetamine (Trace)
Phenethyl 4-ANPP (Trace)
4-ANPP (Primary)",Community Sample,01/2024,Washington,Seattle
11914,Fentanyl,"4-ANPP (Primary)
Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)",Community Sample,01/2024,Washington,Seattle
11986,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Kennewick
12108,Fentanyl,"Fentanyl (12.00)
Xylazine (6.00)
4-ANPP (1.00)
Cocaine (1.00)",Community Sample,01/2024,Massachusetts,Brockton
12207,"Fentanyl, Xylazine","Fentanyl (40.00)
4-ANPP (10.00)
Phenethyl 4-ANPP (3.00)
Caffeine (1.00)
N-Boc Norfentanyl (1.00)",Community Sample,01/2024,Massachusetts,Boston
12289,"Fentanyl, Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs), Xylazine","Bromazolam (9.94)
Acetaminophen (Trace)",Community Sample,01/2024,North Carolina,Haywood County
12291,Fentanyl,"Fentanyl (30.00)
4-ANPP (10.00)
Cocaine (10.00)
Phenethyl4-ANPP (10.00)
Ethyl-4-ANPP (1.00)
N-Propionylnorfentanyl (1.00)
Mannitol",Community Sample,01/2024,Massachusetts,Lynn
12205,Heroin,"Fentanyl (25)
Heroin (20)
4-ANPP (5)
4-Fluorofentanyl (5)
6-Acetylcodeine (1)
6-Acetylmorphine (1)",Community Sample,01/2024,Massachusetts,Cambridge
12204,Heroin,"Fentanyl (8)
4-ANPP (1)",Community Sample,01/2024,Massachusetts,Cambridge
12203,"Fentanyl, Xylazine","Fentanyl (10)
Triacetin (13)
Phenethyl-4-ANPP (2)
Xylazine (trace)
4-ANPP (trace)",Community Sample,01/2024,Rhode Island,Woonsocket
12202,"Fentanyl, Methamphetamine","Methamphetamine (140.00)
Methylsulfonylmethane (MSM or Dimethyl sulfone) (20.00)
BNMPA (2.00)
Amphetamine Sulfate (Adderall) (1.00)",Community Sample,01/2024,Massachusetts,Boston
12201,Methamphetamine,Methamphetamine (1),Community Sample,01/2024,Massachusetts,Cambridge
12200,Fentanyl,Fentanyl (1),Community Sample,01/2024,Massachusetts,Cambridge
12198,Fentanyl,"Fentanyl (10)
Cocaine (trace)
Acetylfentanyl (trace)
Phenethyl-4-ANPP (6)
4-ANPP (3)
Caffeine (1)
Ethyl-4-ANPP (trace)
Xylazine (trace)",Community Sample,01/2024,Massachusetts,Salem
12196,"Heroin, Fentanyl","Fentanyl (9)
Xylazine (9)
4-ANPP (1)
Metodesnitazene (1)",Community Sample,01/2024,Massachusetts,Boston
12195,Cocaine (Powder),"Cocaine (50.00)
Methylecgonidine (2.00)
Tropacocaine (1.00)",Community Sample,01/2024,Massachusetts,Holyoke
12194,"Heroin, Fentanyl","Phenethyl 4-ANPP (260.00)
Fentanyl (40.00)
Synthesis Byproducts (20.00)
4-ANPP (1.00)
4-Fluorofentanyl (1.00)
Mannitol",Community Sample,01/2024,Massachusetts,Boston
12193,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Walla Walla
12192,Methamphetamine,Methamphetamine (Primary),Community Sample,01/2024,Washington,Walla Walla
12190,Heroin,"Ethyl 4-ANPP (Primary)
Fentanyl (Primary)
Caffeine (Trace)
Heroin (Primary)
Xylazine (Primary)
Diphenhydramine (Benadryl) (Primary)
4-ANPP (Primary)
Lidocaine (Trace)
Acetylcodeine (Primary)",Community Sample,01/2024,Washington,Tacoma
12187,"Heroin, Fentanyl","Xylazine (Primary)
Caffeine (Trace)
4-ANPP (Primary)
Fentanyl (Primary)
Lidocaine (Trace)
Heroin (Primary)",Community Sample,01/2024,New York,Syracuse
12186,"Fentanyl, Xylazine","Fentanyl (23)
4-Fluorofentanyl (10)
4-ANPP (8)
Unidentified (8)
Phenethyl 4-ANPP (5)
Diphenhydramine (3)
Acetylfentanyl (1)
N-Boc Norfentanyl (1)",Community Sample,01/2024,Massachusetts,Lawrence
12183,Fentanyl,"Fentanyl (30.00)
Phenethyl4-ANPP (20.00)
4-ANPP (10.00)
Caffeine (10.00)
Xylazine (10.00)
N-BocNorfentanyl (2.00)
Cocaine (1.00)
N-Propionylnorfentanyl (1.00)
Mannitol",Community Sample,01/2024,Massachusetts,Salem
12182,Fentanyl,"Fentanyl (60.00)
Phenethyl4-ANPP (20.00)
4-ANPP (10.00)
Caffeine (10.00)
Xylazine (10.00)
N-BocNorfentanyl (1.00)",Community Sample,01/2024,Massachusetts,Beverly
12180,"Fentanyl, Cocaine (Powder)","Cocaine (120)
Fentanyl (40)
4-ANPP (20)
Benzoylecgonine (20)
Methylecgonidine (6)
Phenethyl 4-ANPP (1)",Community Sample,01/2024,Massachusetts,Lawrence
12169,Fentanyl,"Fentanyl (11)
Heroin (9)
4-ANPP (7)
6-Acetylmorphine (4)
6-Acetylcodeine (1)",Community Sample,01/2024,Massachusetts,Lawrence
12179,Fentanyl,"4-ANPP (Primary)
Fentanyl (Primary)
Paracetamol (Acetaminophen) (Trace)",Community Sample,01/2024,Michigan,Grand Rapids
12290,"Fentanyl, Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs), Xylazine","Bromazolam (9.94)
Acteminophen (Trace)",Community Sample,01/2024,North Carolina,Haywood County
12288,Cocaine (Powder),"Cocaine (120.00)
Benzoylecgonine (20.00)
Methylecgonidine (10.00)
Tropacocaine (1.00)",Community Sample,01/2024,Massachusetts,Lynn
12241,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,01/2024,Massachusetts,Boston
12495,Fentanyl,"Cocaine (70.00)
Fentanyl (20.00)
Xylazine (10.00)
4-ANPP (3.00)
Caffeine (1.00)",Community Sample,01/2024,Massachusetts,Boston
12208,Fentanyl,"Paracetamol (Acetaminophen) (Trace)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Primary)
Tramadol (Trace)
4-ANPP (Primary)
P-Fluorofentanyl (Trace)
P-Fluoro Phenethyl 4-ANPP (Trace)
Methamphetamine (Trace)
Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)",Community Sample,01/2024,Washington,Seattle
12209,Fentanyl,"N-Phenylpropanamide (Primary)
Fentanyl (Primary)
Lidocaine (Primary)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Primary)
P-Fluorofentanyl (Primary)
4-ANPP (Primary)
Phenethyl 4-ANPP (Trace)
Xylazine (Trace)
Methamphetamine (Primary)
Despropionyl P-Fluorofentanyl (Primary)",Community Sample,01/2024,Washington,Seattle
